Subject,Method,Accuracy,Precision,Recall,F1 Score,Fold
subject92353123,Sadeh,0.7477797513321492,0.5347222222222222,0.9506172839506173,0.6844444444444445,8
subject92353123,Cole-Kripke,0.6021314387211367,0.41906005221932113,0.9907407407407407,0.5889908256880735,8
subject92354225,Sadeh,0.8299319727891157,0.7543307086614173,0.9618473895582329,0.8455428067078552,8
subject92354225,Cole-Kripke,0.7346938775510204,0.6506024096385542,0.9759036144578314,0.7807228915662651,8
subject92392833,Sadeh,0.8154402895054282,0.7526315789473684,0.9727891156462585,0.8486646884272997,8
subject92392833,Cole-Kripke,0.7768395657418576,0.7071197411003236,0.9909297052154195,0.8253068932955617,8
subject92460728,Sadeh,0.7424242424242424,0.7229916897506925,0.9613259668508287,0.825296442687747,8
subject92460728,Cole-Kripke,0.6771561771561772,0.66625,0.9815837937384899,0.7937453462397618,8
subject92481933,Sadeh,0.6223692122669874,0.3967339097022094,1.0,0.5680880330123796,8
subject92481933,Cole-Kripke,0.46903187011425135,0.31867283950617287,1.0,0.48332358104154477,8
subject92483127,Sadeh,0.9525423728813559,0.9082125603864735,0.9894736842105263,0.947103274559194,8
subject92483127,Cole-Kripke,0.8632768361581921,0.7616161616161616,0.9921052631578947,0.8617142857142857,8
subject92490327,Sadeh,0.6596330275229357,0.5555555555555556,0.9586056644880174,0.7034372501998402,8
subject92490327,Cole-Kripke,0.5697247706422018,0.4943820224719101,0.9586056644880174,0.6523350630096367,8
subject92496737,Sadeh,0.843400447427293,0.822289156626506,0.9612676056338029,0.8863636363636364,9
subject92496737,Cole-Kripke,0.7527964205816555,0.7250324254215305,0.9841549295774648,0.8349514563106797,9
subject92507225,Sadeh,0.7694470477975632,0.6389728096676737,0.9837209302325581,0.7747252747252747,9
subject92507225,Cole-Kripke,0.6166822867853796,0.5125448028673835,0.9976744186046511,0.6771902131018153,9
subject92546531,Sadeh,0.8258977149075082,0.7697063369397218,0.9783889980353635,0.8615916955017302,9
subject92546531,Cole-Kripke,0.7388465723612623,0.6805369127516778,0.9960707269155207,0.8086124401913876,9
subject92552427,Sadeh,0.61996336996337,0.5627044711014176,0.9735849056603774,0.7131997235659985,9
subject92552427,Cole-Kripke,0.5622710622710623,0.5261044176706827,0.9886792452830189,0.6867627785058977,9
subject92571630,Sadeh,0.6696252465483234,0.5760309278350515,0.9867549668874173,0.727420667209113,9
subject92571630,Cole-Kripke,0.5443786982248521,0.49504950495049505,0.9933774834437086,0.6607929515418501,9
subject92578435,Sadeh,0.615015015015015,0.26235294117647057,0.9409282700421941,0.4103035878564857,9
subject92578435,Cole-Kripke,0.5099099099099099,0.2224352828379674,0.9789029535864979,0.3625,9
subject92587637,Sadeh,0.8862944162436548,0.7919320594479831,0.9638242894056848,0.8694638694638696,9
subject92587637,Cole-Kripke,0.7604060913705584,0.6243822075782537,0.979328165374677,0.7625754527162978,9
subject92620322,Sadeh,0.6923800564440263,0.5339506172839507,0.9326145552560647,0.6790971540726204,9
subject92620322,Cole-Kripke,0.6011288805268109,0.4662420382165605,0.9865229110512129,0.6332179930795847,9
subject92620726,Sadeh,0.7809293904646952,0.5449591280653951,0.9324009324009324,0.6878761822871884,9
subject92620726,Cole-Kripke,0.6898008449004225,0.45324532453245325,0.9603729603729604,0.6158445440956652,9
subject92622324,Sadeh,0.7571428571428571,0.6330935251798561,1.0,0.7753303964757708,9
subject92622324,Cole-Kripke,0.66,0.5520702634880803,1.0,0.7113985448666128,9
subject92643529,Sadeh,0.7878077373974208,0.700354609929078,0.9705159705159705,0.8135942327497425,9
subject92643529,Cole-Kripke,0.731535756154748,0.64171974522293,0.9901719901719902,0.7787439613526571,9
subject92668839,Sadeh,0.6846330275229358,0.6073717948717948,0.9266503667481663,0.73378509196515,9
subject92668839,Cole-Kripke,0.5711009174311926,0.5229960578186597,0.9731051344743277,0.6803418803418804,9
subject92680530,Sadeh,0.8667529107373868,0.811284046692607,0.9858156028368794,0.8900747065101388,9
subject92680530,Cole-Kripke,0.8214747736093143,0.7549194991055456,0.9976359338061466,0.8594704684317719,9
subject92712021,Sadeh,0.8382624768946395,0.71160409556314,0.9858156028368794,0.8265609514370664,9
subject92712021,Cole-Kripke,0.732902033271719,0.5941011235955056,1.0,0.745374449339207,9
subject92723932,Sadeh,0.8065241844769404,0.7537537537537538,0.984313725490196,0.8537414965986393,9
subject92723932,Cole-Kripke,0.6861642294713161,0.6486486486486487,0.9882352941176471,0.7832167832167832,9
subject92731931,Sadeh,0.781038374717833,0.7123695976154992,0.9979123173277662,0.831304347826087,9
subject92731931,Cole-Kripke,0.7370203160270881,0.672752808988764,1.0,0.8043660789252729,9
subject92765938,Sadeh,0.7014134275618374,0.5532212885154062,0.9541062801932367,0.700354609929078,9
subject92765938,Cole-Kripke,0.5954063604240283,0.4744186046511628,0.9855072463768116,0.640502354788069,9
subject92778639,Sadeh,0.7893013100436681,0.71875,0.9917864476386037,0.8334771354616047,9
subject92778639,Cole-Kripke,0.7368995633187773,0.6694214876033058,0.997946611909651,0.8013190436933224,9
subject92785233,Sadeh,0.6654654654654655,0.5108055009823183,0.8981001727115717,0.6512210394489669,9
subject92785233,Cole-Kripke,0.5303303303303303,0.4205168363351605,0.927461139896373,0.5786637931034482,9
subject92808835,Sadeh,0.8431372549019608,0.7378640776699029,0.9973753280839895,0.8482142857142857,9
subject92808835,Cole-Kripke,0.7047289504036909,0.598116169544741,1.0,0.7485265225933203,9
subject92816935,Sadeh,0.802158273381295,0.6464471403812825,0.9588688946015425,0.772256728778468,9
subject92816935,Cole-Kripke,0.710431654676259,0.5491923641703378,0.961439588688946,0.6990654205607476,9
subject92889339,Sadeh,0.7193509615384616,0.5673913043478261,0.883248730964467,0.6909331568497684,9
subject92889339,Cole-Kripke,0.6652644230769231,0.5152603231597845,0.9712351945854484,0.6733137829912023,9
subject92898137,Sadeh,0.7151277013752456,0.614010989010989,0.9802631578947368,0.7550675675675678,9
subject92898137,Cole-Kripke,0.6110019646365422,0.5358851674641149,0.9824561403508771,0.6934984520123839,9
subject92919030,Sadeh,0.8711897738446411,0.7626459143968871,0.9775561097256857,0.8568306010928961,9
subject92919030,Cole-Kripke,0.7905604719764012,0.6551155115511551,0.9900249376558603,0.788480635551142,9
subject92925128,Sadeh,0.6549815498154982,0.5615942028985508,0.7013574660633484,0.6237424547283702,9
subject92925128,Cole-Kripke,0.6494464944649446,0.5408970976253298,0.9276018099547512,0.6833333333333332,9
subject92926937,Sadeh,0.5732801595214357,0.4729559748427673,0.9766233766233766,0.6372881355932203,9
subject92926937,Cole-Kripke,0.49252243270189433,0.43002257336343114,0.9896103896103896,0.5995279307631786,9
subject92987439,Sadeh,0.8315789473684211,0.7834586466165413,1.0,0.8785834738617201,9
subject92987439,Cole-Kripke,0.7883040935672515,0.7428571428571429,0.9980806142034548,0.8517608517608517,9
subject93040723,Sadeh,0.8361809045226131,0.7321428571428571,0.9692671394799054,0.8341810783316378,9
subject93040723,Cole-Kripke,0.7537688442211056,0.636085626911315,0.983451536643026,0.7725162488393686,9
subject93074932,Sadeh,0.7003610108303249,0.5488372093023256,0.978441127694859,0.7032181168057211,9
subject93074932,Cole-Kripke,0.5511432009626955,0.4463615903975994,0.9867330016583747,0.6146694214876033,9
subject93077632,Sadeh,0.8893166506256015,0.7992047713717694,0.9663461538461539,0.8748639825897714,9
subject93077632,Cole-Kripke,0.7564966313763234,0.6259659969088099,0.9735576923076923,0.7619943555973661,9
subject93081829,Sadeh,0.7681432610744581,0.6831955922865014,0.96875,0.8012924071082391,9
subject93081829,Cole-Kripke,0.6503298774740811,0.5811277330264673,0.986328125,0.7313540912382333,9
subject93132826,Sadeh,0.8177399756986634,0.8013029315960912,0.9461538461538461,0.8677248677248676,9
subject93132826,Cole-Kripke,0.7946537059538274,0.7631184407796102,0.9788461538461538,0.8576242628475148,9
subject93151726,Sadeh,0.8482932996207333,0.802158273381295,0.9780701754385965,0.8814229249011858,9
subject93151726,Cole-Kripke,0.7914032869785083,0.7412935323383084,0.9802631578947368,0.8441926345609065,9
subject93188130,Sadeh,0.4048723897911833,0.3579474342928661,1.0,0.5271889400921659,9
subject93188130,Cole-Kripke,0.35730858468677495,0.3404761904761905,1.0,0.5079928952042628,9
subject93190729,Sadeh,0.7588832487309645,0.6817359855334539,0.9641943734015346,0.7987288135593221,9
subject93190729,Cole-Kripke,0.6941624365482234,0.6205787781350482,0.9872122762148338,0.7620927936821322,9
subject93192832,Sadeh,0.5782805429864254,0.5,0.9871244635193133,0.6637806637806638,9
subject93192832,Cole-Kripke,0.539366515837104,0.4779033915724563,0.9978540772532188,0.6462821403752605,9
subject93200519,Sadeh,0.660377358490566,0.5581947743467933,0.9873949579831933,0.7132018209408195,9
subject93200519,Cole-Kripke,0.6082659478885895,0.522075055187638,0.9936974789915967,0.6845151953690304,9
subject93214322,Sadeh,0.7987697715289982,0.6773255813953488,0.985200845665962,0.8027562446167096,9
subject93214322,Cole-Kripke,0.655536028119508,0.5471478463329453,0.9936575052854123,0.7057057057057057,9
subject93242626,Sadeh,0.6385404789053591,0.5368731563421829,0.9918256130790191,0.6966507177033493,9
subject93242626,Cole-Kripke,0.6054732041049031,0.5147679324894515,0.997275204359673,0.6790352504638218,9
subject93254730,Sadeh,0.8851485148514852,0.8224755700325733,0.986328125,0.8969804618117229,9
subject93254730,Cole-Kripke,0.8386138613861386,0.7616191904047976,0.9921875,0.8617472434266327,9
subject93258330,Sadeh,0.6039689387402933,0.4544334975369458,0.9584415584415584,0.6165413533834586,9
subject93258330,Cole-Kripke,0.4253666954270923,0.36555023923444974,0.9922077922077922,0.5342657342657342,9
subject93290932,Sadeh,0.7742537313432836,0.7160326086956522,0.9410714285714286,0.8132716049382716,9
subject93290932,Cole-Kripke,0.6781716417910447,0.6251455180442375,0.9589285714285715,0.7568710359408033,9
subject93324223,Sadeh,0.8526682134570766,0.775,0.9757869249394673,0.8638799571275455,9
subject93324223,Cole-Kripke,0.7749419953596288,0.686541737649063,0.9757869249394673,0.806,9
subject93328126,Sadeh,0.5856885147324113,0.3290386521308226,0.9651162790697675,0.4907612712490761,9
subject93328126,Cole-Kripke,0.4720384846662658,0.2782392026578073,0.9738372093023255,0.4328165374677002,9
